Fecha, Edad, Rol, Calle, Zona, Tipo de resultado, Tipo de siniestro, Usa cinturI�n, Usa casco, DI�a de la semana, Sexo, Hora, Departamento, Localidad, Novedad, Tipo de Vehiculo, fixed, X, Y 
23/04/2022,30, PASAJERO, VEINTICINCO DE MAYO, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, NO USA CINTURON, SIN DATOS, JUEVES, FEMENINO,17, MONTEVIDEO, MONTEVIDEO,14707730, AUTO, SIN DATOS,573035,6137305
23/04/2022,27, CONDUCTOR, PARAGUAY, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, NO USA CASCO, JUEVES, MASCULINO,19, MONTEVIDEO, MONTEVIDEO,14707897, BICICLETA, SIN DATOS,573610,6139110
23/04/2022,17, CONDUCTOR, AVENIDA DON PEDRO DE MENDOZA, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, JUEVES, MASCULINO,18, MONTEVIDEO, SIN DATOS,14708398, MOTO, SIN DATOS,576280,6150200
23/04/2022,12, PASAJERO, DOCTOR JOSE MARIA SILVA, SUBURBANA , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, JUEVES, FEMENINO,17, MONTEVIDEO, MONTEVIDEO,14708506, MOTO, SIN DATOS,574135,6144390
24/04/2022,61, PASAJERO, AVENIDA URUGUAY, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, VIERNES, FEMENINO,10, MONTEVIDEO, MONTEVIDEO,14710571, AUTO, SIN DATOS,574155,6137435
24/04/2022,17, PASAJERO, AVENIDA URUGUAY, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, VIERNES, MASCULINO,11, MONTEVIDEO, MONTEVIDEO,14710961, MOTO, SIN DATOS,575195,6137825
24/04/2022,48, CONDUCTOR, AVENIDA URUGUAY, URBANA    , HERIDO GRAVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, NO USA CASCO, VIERNES, MASCULINO,11, MONTEVIDEO, MONTEVIDEO,14710961, MOTO, SIN DATOS,575195,6137825
24/04/2022,37, CONDUCTOR, AVENIDA LUIS BATLLE BERRES, SUBURBANA , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO,12, MONTEVIDEO, MONTEVIDEO,14711253, AUTO, SIN DATOS,568975,6143480
24/04/2022,46, CONDUCTOR, AVENIDA LUIS BATLLE BERRES, SUBURBANA , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, VIERNES, MASCULINO,12, MONTEVIDEO, MONTEVIDEO,14711253, AUTO, SIN DATOS,568975,6143480
24/04/2022,4, PEATON, CAMINO LA PALOMA, URBANA    , HERIDO LEVE, ATROPELLO DE PEATON, SIN DATOS, SIN DATOS, VIERNES, MASCULINO,17, MONTEVIDEO, MONTEVIDEO,14712198, SIN DATOS, SIN DATOS,567835,6141230
24/04/2022,60, PEATON, MONTE CASEROS, URBANA    , HERIDO LEVE, ATROPELLO DE PEATON, SIN DATOS, SIN DATOS, VIERNES, MASCULINO,19, MONTEVIDEO, MONTEVIDEO,14712702, SIN DATOS, SIN DATOS,577200,6140020
24/04/2022,24, CONDUCTOR, MERCEDES, URBANA    , HERIDO GRAVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, VIERNES, MASCULINO,22, MONTEVIDEO, MONTEVIDEO,14713374, MOTO, SIN DATOS,574520,6137400
25/04/2022,24, CONDUCTOR, SARANDI, URBANA    , HERIDO GRAVE, CAI�DA, SIN DATOS, NO USA CASCO, SI�BADO, MASCULINO,1, MONTEVIDEO, MONTEVIDEO,14713791, MOTO, SIN DATOS,572460,6136860
25/04/2022,40, CONDUCTOR, CERRITO, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, NO USA CASCO, SI�BADO, MASCULINO,8, MONTEVIDEO, MONTEVIDEO,14714891, BICICLETA, SIN DATOS,572630,6137235
25/04/2022,54, PEATON, AVENIDA GENERAL FLORES, URBANA    , HERIDO LEVE, ATROPELLO DE PEATON, SIN DATOS, SIN DATOS, SI�BADO, MASCULINO,7, MONTEVIDEO, MONTEVIDEO,14714987, SIN DATOS, SIN DATOS,576620,6142825
25/04/2022,35, CONDUCTOR, LARRAVIDE, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, SI�BADO, MASCULINO,7, MONTEVIDEO, MONTEVIDEO,14715071, MOTO, SIN DATOS,579115,6140175
25/04/2022,19, PASAJERO, JOSE ELLAURI, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, NO USA CINTURON, SIN DATOS, SI�BADO, FEMENINO,8, MONTEVIDEO, MONTEVIDEO,14715206, CAMIONETA, SIN DATOS,577250,6135945
25/04/2022,22, PASAJERO, JOSE ELLAURI, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, NO USA CINTURON, SIN DATOS, SI�BADO, MASCULINO,8, MONTEVIDEO, MONTEVIDEO,14715206, CAMIONETA, SIN DATOS,577250,6135945
25/04/2022,21, PEATON, AVENIDA AGRACIADA, URBANA    , HERIDO LEVE, ATROPELLO DE PEATON, SIN DATOS, SIN DATOS, SI�BADO, FEMENINO,7, MONTEVIDEO, MONTEVIDEO,14715490, SIN DATOS, SIN DATOS,573890,6139235
25/04/2022,32, CONDUCTOR, VEINTE DE FEBRERO, SUBURBANA , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, SI�BADO, MASCULINO,8, MONTEVIDEO, MONTEVIDEO,14715616, AUTO, SIN DATOS,579200,6141285
25/04/2022,22, CONDUCTOR, GENERAL AGUILAR, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, SI�BADO, FEMENINO,11, MONTEVIDEO, MONTEVIDEO,14715647, AUTO, SIN DATOS,574100,6139630
25/04/2022,27, CONDUCTOR, GENERAL AGUILAR, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, SI�BADO, MASCULINO,11, MONTEVIDEO, MONTEVIDEO,14715647, CAMIONETA, SIN DATOS,574100,6139630
25/04/2022,37, PASAJERO, GENERAL AGUILAR, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, SI�BADO, MASCULINO,11, MONTEVIDEO, MONTEVIDEO,14715647, CAMIONETA, SIN DATOS,574100,6139630
25/04/2022,46, PASAJERO, CAMINO CORRALES, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, SI�BADO, FEMENINO,10, MONTEVIDEO, MONTEVIDEO,14715847, AUTO, SIN DATOS,578245,6142535
25/04/2022,28, PASAJERO, BOULEVARD GENERAL ARTIGAS, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, NO USA CINTURON, SIN DATOS, SI�BADO, MASCULINO,10, MONTEVIDEO, MONTEVIDEO,14715863, AUTO, SIN DATOS,576190,6139570
25/04/2022, SIN DATOS, PASAJERO, INGENIERO JOSE SERRATO, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, SI�BADO, FEMENINO,10, MONTEVIDEO, MONTEVIDEO,14715946, AUTO, SIN DATOS,578005,6141255
25/04/2022,72, PEATON, INGENIERO JOSE SERRATO, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, SI�BADO, FEMENINO,10, MONTEVIDEO, MONTEVIDEO,14715946, SIN DATOS, SIN DATOS,578005,6141255
25/04/2022,17, PEATON, BOULEVARD GENERAL ARTIGAS, URBANA    , HERIDO LEVE, ATROPELLO DE PEATON, SIN DATOS, SIN DATOS, SI�BADO, FEMENINO,7, MONTEVIDEO, MONTEVIDEO,14716005, SIN DATOS, SIN DATOS,574500,6140965
25/04/2022,58, PASAJERO, AVENIDA LIBERTADOR BRIGADIER GENERAL LAVALLEJA, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, SI�BADO, FEMENINO,13, MONTEVIDEO, MONTEVIDEO,14716989, AUTO, SIN DATOS,573670,6137290
25/04/2022,10, PASAJERO, AVENIDA LIBERTADOR BRIGADIER GENERAL LAVALLEJA, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, SI�BADO, MASCULINO,13, MONTEVIDEO, MONTEVIDEO,14716989, AUTO, SIN DATOS,573670,6137290
25/04/2022,79, PASAJERO, AVENIDA DIECIOCHO DE JULIO, URBANA    , HERIDO LEVE, DESPISTE, NO USA CINTURON, SIN DATOS, SI�BADO, FEMENINO,17, MONTEVIDEO, MONTEVIDEO,14718052, OMNIBUS, SIN DATOS,575055,6137420
25/04/2022,49, PASAJERO, AVENIDA DIECIOCHO DE JULIO, URBANA    , HERIDO LEVE, DESPISTE, NO USA CINTURON, SIN DATOS, SI�BADO, MASCULINO,17, MONTEVIDEO, MONTEVIDEO,14718052, OMNIBUS, SIN DATOS,575055,6137420
25/04/2022,27, CONDUCTOR, AVENIDA DIECINUEVE DE ABRIL, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, SI�BADO, MASCULINO,19, MONTEVIDEO, MONTEVIDEO,14718790, MOTO, SIN DATOS,572830,6141635
25/04/2022,46, PEATON, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, URBANA    , HERIDO LEVE, ATROPELLO DE PEATON, SIN DATOS, SIN DATOS, SI�BADO, MASCULINO,18, MONTEVIDEO, MONTEVIDEO,14718980, SIN DATOS, SIN DATOS,578810,6137275
25/04/2022,23, CONDUCTOR, PAUL HARRIS, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, NO USA CASCO, SI�BADO, MASCULINO,19, MONTEVIDEO, MONTEVIDEO,14719102, MOTO, SIN DATOS,587760,6139885
25/04/2022,23, PASAJERO, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, URBANA    , HERIDO LEVE, CAI�DA, SIN DATOS, USA CASCO, SI�BADO, FEMENINO,20, MONTEVIDEO, MONTEVIDEO,14719146, MOTO, SIN DATOS,573460,6142485
25/04/2022,70, PEATON, BOULEVARD GENERAL ARTIGAS, URBANA    , HERIDO LEVE, ATROPELLO DE PEATON, SIN DATOS, SIN DATOS, SI�BADO, FEMENINO,17, MONTEVIDEO, MONTEVIDEO,14722259, SIN DATOS, SIN DATOS,576285,6138375
25/04/2022,36, CONDUCTOR, CUFRE, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, SI�BADO, MASCULINO,21, MONTEVIDEO, MONTEVIDEO,14723517, MOTO, SIN DATOS,575740,6140940
26/04/2022,41, CONDUCTOR, LANUS, SUBURBANA , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, NO USA CASCO, DOMINGO, FEMENINO,6, MONTEVIDEO, MONTEVIDEO,14721069, MOTO, SIN DATOS,570620,6148260
26/04/2022,60, CONDUCTOR, MARTIN GARCIA, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, DOMINGO, MASCULINO,9, MONTEVIDEO, MONTEVIDEO,14721395, AUTO, SIN DATOS,574140,6139345
26/04/2022,31, CONDUCTOR, JOSE ELLAURI, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, DOMINGO, FEMENINO,8, MONTEVIDEO, MONTEVIDEO,14721617, AUTO, SIN DATOS,577530,6136620
26/04/2022,53, CONDUCTOR, JOSE ELLAURI, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, DOMINGO, MASCULINO,8, MONTEVIDEO, MONTEVIDEO,14721617, AUTO, SIN DATOS,577530,6136620
26/04/2022,45, CONDUCTOR, ALICANTE, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, DOMINGO, FEMENINO,9, MONTEVIDEO, MONTEVIDEO,14721749, AUTO, SIN DATOS,578390,6138710
26/04/2022,60, CONDUCTOR, FLORIDA, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, DOMINGO, MASCULINO,12, MONTEVIDEO, MONTEVIDEO,14722794, MOTOCICLETA, SIN DATOS,573100,6137670
26/04/2022,29, CONDUCTOR, VIA_PUBLICA, SUBURBANA , HERIDO LEVE, DESPISTE, SIN DATOS, USA CASCO, DOMINGO, MASCULINO,12, MONTEVIDEO, MONTEVIDEO,14723080, MOTO, SIN DATOS,580705,6149450
26/04/2022,28, CONDUCTOR, AVENIDA MILLAN, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, NO USA CASCO, DOMINGO, FEMENINO,13, MONTEVIDEO, MONTEVIDEO,14724053, BICICLETA, SIN DATOS,573460,6142485
26/04/2022,79, PEATON, CANELONES esq. WILSON FERREIRA ALDUNATE, SIN DATOS, FALLECIDO EN CENTRO DE ASISTENCIA, ATROPELLO DE PEATON, SIN DATOS, SIN DATOS, DOMINGO, MASCULINO,15, MONTEVIDEO, MONTEVIDEO,14724133, PEATON, SIN DATOS,573490,6136750
26/04/2022,43, CONDUCTOR, AVENIDA ITALIA, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, DOMINGO, MASCULINO,15, MONTEVIDEO, MONTEVIDEO,14724573, MOTO, SIN DATOS,579845,6139170
26/04/2022,58, PASAJERO, NUEVA PALMIRA, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, DOMINGO, FEMENINO,16, MONTEVIDEO, MONTEVIDEO,14724674, AUTO, SIN DATOS,574910,6138935
26/04/2022,40, CONDUCTOR, VIA_PUBLICA, SUBURBANA , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, DOMINGO, FEMENINO,17, MONTEVIDEO, SIN DATOS,14724860, AUTO, SIN DATOS,562760,6144475
26/04/2022,47, CONDUCTOR, VIA_PUBLICA, SUBURBANA , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, DOMINGO, MASCULINO,17, MONTEVIDEO, SIN DATOS,14724860, CAMIONETA, SIN DATOS,562760,6144475
26/04/2022,34, CONDUCTOR, ZAPICAN, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, DOMINGO, MASCULINO,17, MONTEVIDEO, MONTEVIDEO,14724927, MOTO, SIN DATOS,573945,6139545
26/04/2022,31, CONDUCTOR, PAYSANDU, URBANA    , HERIDO GRAVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, DOMINGO, MASCULINO,17, MONTEVIDEO, MONTEVIDEO,14724952, MOTO, SIN DATOS,574710,6137675
26/04/2022,63, CONDUCTOR, AVENIDA GENERAL GARIBALDI, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, NO USA CASCO, DOMINGO, FEMENINO,16, MONTEVIDEO, MONTEVIDEO,14725259, BICICLETA, SIN DATOS,575295,6140225
26/04/2022,27, CONDUCTOR, VIA_PUBLICA, SUBURBANA , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, DOMINGO, MASCULINO,17, MONTEVIDEO, MONTEVIDEO,14725309, MOTO, SIN DATOS,570345,6140950
26/04/2022,13, PEATON, AVENIDA LEZICA, URBANA    , HERIDO LEVE, ATROPELLO DE PEATON, SIN DATOS, SIN DATOS, DOMINGO, FEMENINO,15, MONTEVIDEO, MONTEVIDEO,14725364, SIN DATOS, SIN DATOS,570665,6148455
26/04/2022,25, PASAJERO, BOULEVARD JOSE BATLLE Y ORDO�EZ, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, DOMINGO, MASCULINO,17, MONTEVIDEO, MONTEVIDEO,14725402, MOTO, SIN DATOS,578110,6139810
26/04/2022,36, CONDUCTOR, BOULEVARD JOSE BATLLE Y ORDO�EZ, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, DOMINGO, MASCULINO,17, MONTEVIDEO, MONTEVIDEO,14725402, MOTO, SIN DATOS,578110,6139810
26/04/2022,77, PEATON, AVENIDA OCHO DE OCTUBRE, URBANA    , HERIDO LEVE, ATROPELLO DE PEATON, SIN DATOS, SIN DATOS, DOMINGO, FEMENINO,18, MONTEVIDEO, MONTEVIDEO,14725640, SIN DATOS, SIN DATOS,578330,6140330
26/04/2022,22, CONDUCTOR, AVENIDA LUIS BATLLE BERRES, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, NO USA CASCO, DOMINGO, MASCULINO,19, MONTEVIDEO, MONTEVIDEO,14726204, MOTO, SIN DATOS,565690,6145365
26/04/2022,63, PEATON, AVENIDA GENERAL EUGENIO GARZON, URBANA    , HERIDO LEVE, ATROPELLO DE PEATON, SIN DATOS, SIN DATOS, DOMINGO, MASCULINO,18, MONTEVIDEO, MONTEVIDEO,14726247, SIN DATOS, SIN DATOS,570990,6143425
27/04/2022,61, CONDUCTOR, URUGUAYANA, URBANA    , HERIDO LEVE, CAI�DA, SIN DATOS, USA CASCO, LUNES, MASCULINO,7, MONTEVIDEO, MONTEVIDEO,14727937, MOTO, SIN DATOS,572620,6140755
27/04/2022, SIN DATOS, PASAJERO, GALICIA, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, NO USA CASCO, LUNES, FEMENINO,8, MONTEVIDEO, MONTEVIDEO,14727976, BICICLETA, SIN DATOS,573620,6137700
27/04/2022,26, CONDUCTOR, AVENIDA GENERAL SAN MARTIN, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, LUNES, MASCULINO,7, MONTEVIDEO, MONTEVIDEO,14728042, MOTO, SIN DATOS,576075,6145180
27/04/2022,45, CONDUCTOR, BOULEVARD JOSE BATLLE Y ORDO�EZ, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, LUNES, FEMENINO,6, MONTEVIDEO, MONTEVIDEO,14728113, MOTO, SIN DATOS,575920,6141780
27/04/2022,24, PEATON, CAMINO CORONEL RAIZ, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, LUNES, FEMENINO,7, MONTEVIDEO, MONTEVIDEO,14728259, SIN DATOS, SIN DATOS,573085,6145410
27/04/2022,32, CONDUCTOR, CAMINO CORONEL RAIZ, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, LUNES, MASCULINO,7, MONTEVIDEO, MONTEVIDEO,14728259, MOTO, SIN DATOS,573085,6145410
27/04/2022,38, CONDUCTOR, HUASCAR, SUBURBANA , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO,8, MONTEVIDEO, MONTEVIDEO,14728344, AUTO, SIN DATOS,575010,6142295
27/04/2022,36, CONDUCTOR, SUSANA PINTOS, URBANA    , HERIDO LEVE, CAI�DA, SIN DATOS, USA CASCO, LUNES, MASCULINO,8, MONTEVIDEO, MONTEVIDEO,14728449, MOTO, SIN DATOS,581080,6144575
27/04/2022,38, CONDUCTOR, GIBRALTAR, URBANA    , HERIDO GRAVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, NO USA CASCO, LUNES, MASCULINO,12, MONTEVIDEO, MONTEVIDEO,14729697, MOTO, SIN DATOS,567275,6140175
27/04/2022,24, PASAJERO, AVENIDA DE LAS LEYES, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, LUNES, FEMENINO,14, MONTEVIDEO, MONTEVIDEO,14730212, MOTO, SIN DATOS,574385,6138675
27/04/2022,71, PEATON, AVENIDA AGRACIADA, URBANA    , HERIDO GRAVE, ATROPELLO DE PEATON, SIN DATOS, SIN DATOS, LUNES, FEMENINO,15, MONTEVIDEO, MONTEVIDEO,14730568, SIN DATOS, SIN DATOS,571840,6142100
27/04/2022,47, PEATON, JOSE VIDAL esq. RAMON PIEDRA, SIN DATOS, FALLECIDO EN EL LUGAR, ATROPELLO DE PEATON, SIN DATOS, SIN DATOS, LUNES, MASCULINO,15, MONTEVIDEO, MONTEVIDEO,14730650, PEATON, SIN DATOS,567165,6141840
27/04/2022,42, CONDUCTOR, LUIS LAMAS, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, LUNES, MASCULINO,14, MONTEVIDEO, MONTEVIDEO,14730666, MOTO, SIN DATOS,578450,6137095
27/04/2022,17, CONDUCTOR, AVENIDA DON PEDRO DE MENDOZA, SUBURBANA , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, NO USA CASCO, LUNES, MASCULINO,15, MONTEVIDEO, SIN DATOS,14731659, BICICLETA, SIN DATOS,576280,6150200
27/04/2022,66, PEATON, MINAS, URBANA    , HERIDO LEVE, ATROPELLO DE PEATON, SIN DATOS, SIN DATOS, LUNES, MASCULINO,18, MONTEVIDEO, MONTEVIDEO,14731765, SIN DATOS, SIN DATOS,574445,6138235
27/04/2022,34, CONDUCTOR, AVENIDA GENERAL RIVERA, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, LUNES, MASCULINO,17, MONTEVIDEO, MONTEVIDEO,14731781, MOTO, SIN DATOS,581630,6138685
27/04/2022,43, CONDUCTOR, AVENIDA GENERAL SAN MARTIN, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, LUNES, MASCULINO,18, MONTEVIDEO, MONTEVIDEO,14732096, MOTO, SIN DATOS,574755,6141020
27/04/2022,38, CONDUCTOR, VILARDEBO, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, LUNES, FEMENINO,21, MONTEVIDEO, MONTEVIDEO,14732498, MOTO, SIN DATOS,574425,6140365
27/04/2022,33, CONDUCTOR, AVENIDA DE LAS INSTRUCCIONES, URBANA    , HERIDO GRAVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, LUNES, FEMENINO,20, MONTEVIDEO, MONTEVIDEO,14732510, AUTO, SIN DATOS,576420,6147840
27/04/2022,25, CONDUCTOR, BURDEOS, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, NO USA CASCO, LUNES, MASCULINO,21, MONTEVIDEO, MONTEVIDEO,14732529, MOTO, SIN DATOS,567295,6140075
27/04/2022,24, CONDUCTOR, AVENIDA DON PEDRO DE MENDOZA, SUBURBANA , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, LUNES, MASCULINO,20, MONTEVIDEO, SIN DATOS,14732672, MOTO, SIN DATOS,576280,6150200
28/04/2022,38, CONDUCTOR, CAMINO DE LA PAZ A MENDOZA, SUBURBANA , HERIDO GRAVE, DESPISTE, SIN DATOS, SIN DATOS, MARTES, MASCULINO,4, MONTEVIDEO, SIN DATOS,14733993, AUTO, SIN DATOS,576205,6151310
28/04/2022,41, PEATON, CAMINO DE LA PAZ A MENDOZA, SUBURBANA , HERIDO GRAVE, DESPISTE, SIN DATOS, SIN DATOS, MARTES, MASCULINO,4, MONTEVIDEO, SIN DATOS,14733993, SIN DATOS, SIN DATOS,576205,6151310
28/04/2022,39, CONDUCTOR, AQUILES LANZA, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, MARTES, FEMENINO,9, MONTEVIDEO, MONTEVIDEO,14734520, AUTO, SIN DATOS,574235,6136500
28/04/2022,70, CONDUCTOR, AQUILES LANZA, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO,9, MONTEVIDEO, MONTEVIDEO,14734520, AUTO, SIN DATOS,574235,6136500
28/04/2022,55, CONDUCTOR, AVENIDA SAYAGO, URBANA    , HERIDO LEVE, DESPISTE, SIN DATOS, USA CASCO, MARTES, MASCULINO,7, MONTEVIDEO, MONTEVIDEO,14734640, MOTO, SIN DATOS,571770,6145260
28/04/2022,53, PEATON, AVENIDA OCHO DE OCTUBRE, URBANA    , HERIDO LEVE, ATROPELLO DE PEATON, SIN DATOS, SIN DATOS, MARTES, FEMENINO,8, MONTEVIDEO, MONTEVIDEO,14734783, SIN DATOS, SIN DATOS,578055,6140140
28/04/2022,19, PASAJERO, AVENIDA URUGUAY, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, MARTES, FEMENINO,10, MONTEVIDEO, MONTEVIDEO,14734892, MOTO, SIN DATOS,574260,6137440
28/04/2022,21, CONDUCTOR, AVENIDA URUGUAY, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, MARTES, MASCULINO,10, MONTEVIDEO, MONTEVIDEO,14734892, MOTO, SIN DATOS,574260,6137440
28/04/2022,14, CONDUCTOR, AVENIDA JOAQUIN SUAREZ, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, NO USA CASCO, MARTES, MASCULINO,10, MONTEVIDEO, MONTEVIDEO,14734979, BICICLETA, SIN DATOS,573430,6141110
28/04/2022,33, PEATON, RAMBLA O HIGGINS, SUBURBANA , HERIDO GRAVE, ATROPELLO DE PEATON, SIN DATOS, SIN DATOS, MARTES, MASCULINO,9, MONTEVIDEO, MONTEVIDEO,14735362, SIN DATOS, SIN DATOS,581945,6138045
28/04/2022,20, CONDUCTOR, AVENIDA AGRACIADA, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, NO USA CASCO, MARTES, MASCULINO,12, MONTEVIDEO, MONTEVIDEO,14736096, MOTO, SIN DATOS,572990,6140720
28/04/2022,20, CONDUCTOR, CUBA, SUBURBANA , HERIDO GRAVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, NO USA CASCO, MARTES, MASCULINO,14, MONTEVIDEO, MONTEVIDEO,14736789, MOTO, SIN DATOS,567790,6139550
28/04/2022,19, CONDUCTOR, RAMBLA DOCTOR BALTASAR BRUM, URBANA    , HERIDO LEVE, CAI�DA, SIN DATOS, USA CASCO, MARTES, FEMENINO,14, MONTEVIDEO, MONTEVIDEO,14736814, MOTO, SIN DATOS,572255,6140400
28/04/2022,69, PEATON, YAGUARON, URBANA    , HERIDO LEVE, ATROPELLO DE PEATON, SIN DATOS, SIN DATOS, MARTES, FEMENINO,16, MONTEVIDEO, MONTEVIDEO,14737398, SIN DATOS, SIN DATOS,574180,6137120
28/04/2022,28, CONDUCTOR, JUAN BENITO BLANCO, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, NO USA CASCO, MARTES, MASCULINO,15, MONTEVIDEO, MONTEVIDEO,14737451, MOTO, SIN DATOS,577675,6136045
28/04/2022,30, PASAJERO, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, URBANA    , HERIDO LEVE, COLISION ENTRE VEHI�CULOS, SIN DATOS, USA CASCO, MARTES, FEMENINO,17, MONTEVIDEO, MONTEVIDEO,14737944, MOTO, SIN DATOS,575165,6141790
